index,sentiment,text
3764,neutral,The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .
663,positive,"According to Sepp+Ænen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency ."
1275,neutral,"KONE , headquartered in Espoo , Finland , is one of the world 's leading elevator and escalator companies ."
4308,negative,"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told ."
2062,positive,` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .
2134,neutral,It appears from statistics of the Technical Surveillance Authority that customers who switch service providers mostly transfer their numbers to Elisa 's network .
2714,neutral,"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 ."
768,positive,Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH .
3037,neutral,"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+Æliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million ."
4747,negative,Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .
4050,negative,"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 ."
1850,neutral,In his turn Fradkov said Russia is interested in adopting Finnish experience in forming technology parks in the framework of implementing the law on special economic zone .
3158,neutral,"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. ."
2284,positive,It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .
1875,positive,This bold spinning 360 red fabric design is set beautifully on Ercols Napoli sofa .
1545,neutral,It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .
2365,neutral,"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''"
3259,neutral,The full MidnightTrader extended-hours trading analysis and news service is available in real-time through COMTEX .
2915,neutral,"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange ."
4352,neutral,The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .
841,positive,"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products ."
1559,neutral,The fine print is here .
2459,neutral,"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported ."
3903,neutral,"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group ."
3067,positive,"On the other hand , Montevideo said that having the two mills working in the area will generate jobs ."
3544,neutral,BM4 middle layer headbox will be equipped with a dilution control system .
4193,neutral,"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant ."
857,positive,"Known as Post Bank , the concept would see Fidelity Bank rolling out 75 offices in Ghana Post premises , to provide financial services to the people ."
1771,positive,"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year ."
2263,positive,"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno ."
925,positive,"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''"
2670,neutral,The purchase sum is about EUR 10mn US$ 12.97 mn .
4662,negative,"Cash flow after investments amounted to EUR45m , down from EUR46m ."
2214,neutral,The company 's operating profit for 2006 stood at 39.6 mln euro ( $ 57.9 mln ) .
4752,negative,"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 ."
2906,neutral,"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki ."
3826,neutral,"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail ."
4274,neutral,The resignation will be in effect immediately .
3564,neutral,Currently Alfred A Palmberg is putting the finishing touches to one of Finland 's biggest ever re-plumbing and bathroom refurbishment projects also in the district of Vuosaari .
1722,positive,"`` Following last year 's good profit development , we have entered the current year in a good position ."
1564,neutral,NetCom expects to complete Turbo 3G deployment in these areas this year .
2443,neutral,Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .
3572,neutral,Earnings per share EPS in 2005 amounted to a loss of EUR1 .26 .
3364,neutral,The shares subscribed will be eligible for trade on the following day from the registration .
4768,negative,The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .
3565,neutral,"Currently Glaston employs approximately 1,500 persons ."
3077,neutral,"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec ."
1632,neutral,The event can also be viewed as a live webcast at www.cargotec.com .
3711,neutral,Our tools are specifically designed with the needs of both the business users and ICT experts in mind .
2815,neutral,"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 ."
2700,neutral,Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .
2972,neutral,Investments are not disclosed .
687,positive,Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .
3408,neutral,"The world of glass is coming to Egypt and we invite Visitors from all around the world to attend Glass World Exhibition 2009 , Register Now at www.glassworldex.com"
3028,neutral,Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .
2076,positive,"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland ."
1767,positive,"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody ."
2519,neutral,"no compensation for its news , opinions or distributions ."
4315,neutral,"He found him again , however , after the driver was involved in a two-car accident ."
527,positive,"The subscriptions increase Cargotec 's share capital by EUR 27,060 ."
